order_id,cid,date,time
98,41,2015-01-02,17:18:18
99,31,2015-01-02,17:45:42
100,52,2015-01-02,17:46:17
101,44,2015-01-02,17:51:33
102,2,2015-01-02,17:54:04
103,9,2015-01-02,18:02:09
104,5,2015-01-02,18:02:12
105,28,2015-01-02,18:12:01
106,5,2015-01-02,18:12:13
107,32,2015-01-02,18:25:09
108,3,2015-01-02,18:25:25
109,42,2015-01-02,18:27:50
110,29,2015-01-02,18:36:19
111,59,2015-01-02,18:38:01
112,11,2015-01-02,18:41:40
113,31,2015-01-02,18:50:21
114,12,2015-01-02,18:59:32
115,15,2015-01-02,19:05:17
116,45,2015-01-02,19:18:49
117,6,2015-01-02,19:23:02
118,19,2015-01-02,19:26:59
119,29,2015-01-02,19:32:29
120,22,2015-01-02,19:35:07
121,6,2015-01-02,19:38:48
122,18,2015-01-02,19:50:19
123,38,2015-01-02,20:12:09
124,21,2015-01-02,20:12:34
125,49,2015-01-02,20:31:06
126,24,2015-01-02,20:53:42
127,31,2015-01-02,20:58:23
128,20,2015-01-02,21:05:06
129,30,2015-01-02,21:13:02
130,24,2015-01-02,21:14:55
131,13,2015-01-02,21:33:10
132,52,2015-01-02,21:42:45
133,57,2015-01-02,22:00:17
134,54,2015-01-02,22:13:24
135,47,2015-01-02,22:29:34
136,7,2015-01-02,22:32:49
137,40,2015-01-03,11:34:10
138,25,2015-01-03,11:44:50
139,56,2015-01-03,11:57:39
140,45,2015-01-03,12:26:44
141,46,2015-01-03,13:16:01
142,18,2015-01-03,13:33:59
143,41,2015-01-03,13:41:36
144,51,2015-01-03,13:44:28
145,61,2015-01-03,13:53:48
146,37,2015-01-03,14:22:10
147,34,2015-01-03,14:32:51
148,34,2015-01-03,14:40:42
149,32,2015-01-03,14:48:45
150,42,2015-01-03,14:49:58
151,14,2015-01-03,15:09:34
152,59,2015-01-03,15:09:42
153,10,2015-01-03,15:16:34
154,24,2015-01-03,15:22:43
155,7,2015-01-03,15:28:59
156,5,2015-01-03,15:42:19
157,44,2015-01-03,15:43:03
158,24,2015-01-03,15:54:30
159,30,2015-01-03,15:59:22
160,9,2015-01-03,16:35:33
161,32,2015-01-03,16:43:46
162,4,2015-01-03,16:51:22
163,33,2015-01-03,16:54:54
164,29,2015-01-03,16:56:33
165,24,2015-01-03,16:57:37
166,50,2015-01-03,16:58:51
167,42,2015-01-03,17:00:49
168,47,2015-01-03,17:02:27
169,9,2015-01-03,17:15:48
170,37,2015-01-03,17:21:31
171,42,2015-01-03,17:23:03
172,3,2015-01-03,17:29:24
173,25,2015-01-03,17:35:30
174,16,2015-01-03,17:37:49
175,56,2015-01-03,17:50:51
176,15,2015-01-03,17:51:57
177,36,2015-01-03,17:54:36
178,15,2015-01-03,18:15:03
179,23,2015-01-03,18:20:14
180,18,2015-01-03,18:33:34
181,55,2015-01-03,18:49:32
182,12,2015-01-03,18:50:10
183,21,2015-01-03,18:54:55
184,11,2015-01-03,18:59:05
185,41,2015-01-03,19:08:33
186,41,2015-01-03,19:36:00
187,38,2015-01-03,19:37:12
188,14,2015-01-03,20:08:39
189,5,2015-01-03,20:12:14
190,36,2015-01-03,20:14:23
191,38,2015-01-03,20:24:50
192,18,2015-01-03,20:30:08
193,32,2015-01-03,20:55:47
194,28,2015-01-03,21:21:24
195,18,2015-01-03,21:25:20
196,1,2015-01-03,21:40:14
197,14,2015-01-03,21:47:48
198,22,2015-01-03,21:55:42
199,4,2015-01-03,22:10:38
200,13,2015-01-03,22:24:05
201,4,2015-01-03,22:29:59
202,30,2015-01-03,22:50:29
203,58,2015-01-04,11:30:48
204,59,2015-01-04,11:36:25
205,34,2015-01-04,11:43:54
206,53,2015-01-04,11:45:10
207,14,2015-01-04,12:03:58
208,2,2015-01-04,12:12:05
209,20,2015-01-04,12:29:17
210,28,2015-01-04,12:34:13
211,28,2015-01-04,12:54:20
212,5,2015-01-04,13:16:03
213,46,2015-01-04,13:20:39
214,33,2015-01-04,13:39:16
215,43,2015-01-04,13:44:49
216,39,2015-01-04,14:31:56
217,43,2015-01-04,14:35:03
218,2,2015-01-04,14:35:11
219,61,2015-01-04,14:42:01
220,29,2015-01-04,15:31:59
221,51,2015-01-04,15:33:18
222,38,2015-01-04,15:46:38
223,14,2015-01-04,16:08:20
224,2,2015-01-04,16:39:58
225,36,2015-01-04,16:41:48
226,11,2015-01-04,16:59:39
227,58,2015-01-04,17:24:39
228,32,2015-01-04,17:31:24
229,36,2015-01-04,17:37:57
230,14,2015-01-04,17:58:38
231,31,2015-01-04,18:04:18
232,54,2015-01-04,18:21:59
233,41,2015-01-04,18:26:51
234,43,2015-01-04,18:36:09
235,13,2015-01-04,18:51:30
236,37,2015-01-04,19:21:04
237,24,2015-01-04,19:27:48
238,14,2015-01-04,19:45:15
239,27,2015-01-04,19:57:52
240,52,2015-01-04,20:10:24
241,5,2015-01-04,20:11:25
242,19,2015-01-04,20:15:29
243,13,2015-01-04,20:26:17
244,1,2015-01-04,20:26:22
245,8,2015-01-04,20:28:41
246,36,2015-01-04,20:30:48
247,8,2015-01-04,20:55:29
248,59,2015-01-04,20:58:19
249,20,2015-01-04,21:06:16
250,3,2015-01-04,21:07:05
251,46,2015-01-04,21:10:05
252,47,2015-01-04,22:13:15
253,1,2015-01-04,22:16:18
254,22,2015-01-04,22:22:13
255,58,2015-01-05,11:23:35
256,22,2015-01-05,11:56:06
257,16,2015-01-05,11:59:04
258,52,2015-01-05,11:59:23
259,15,2015-01-05,12:04:25
260,21,2015-01-05,12:06:27
261,34,2015-01-05,12:38:29
262,8,2015-01-05,12:42:01
263,33,2015-01-05,12:57:22
264,17,2015-01-05,13:03:59
265,2,2015-01-05,13:04:42
266,37,2015-01-05,13:09:29
267,14,2015-01-05,13:37:50
268,6,2015-01-05,13:40:46
269,27,2015-01-05,13:49:34
270,43,2015-01-05,14:09:02
271,31,2015-01-05,14:22:19
272,52,2015-01-05,14:24:05
273,23,2015-01-05,14:28:00
274,25,2015-01-05,14:36:33
275,44,2015-01-05,14:38:14
276,17,2015-01-05,15:18:18
277,44,2015-01-05,15:41:50
278,48,2015-01-05,15:49:21
279,22,2015-01-05,16:07:03
280,10,2015-01-05,16:20:23
281,6,2015-01-05,16:33:48
282,40,2015-01-05,16:49:38
283,50,2015-01-05,16:51:43
284,36,2015-01-05,16:58:16
285,44,2015-01-05,16:58:38
286,1,2015-01-05,17:01:23
287,11,2015-01-05,17:30:09
288,33,2015-01-05,17:32:44
289,57,2015-01-05,17:36:23
290,19,2015-01-05,17:41:16
291,7,2015-01-05,17:44:39
292,49,2015-01-05,17:48:59
293,58,2015-01-05,17:58:38
294,54,2015-01-05,18:16:35
295,40,2015-01-05,18:20:12
296,32,2015-01-05,18:46:54
297,8,2015-01-05,19:02:18
298,41,2015-01-05,19:10:36
299,47,2015-01-05,19:34:31
300,30,2015-01-05,19:42:54
301,45,2015-01-05,19:45:58
302,11,2015-01-05,19:57:37
303,56,2015-01-05,20:02:51
304,23,2015-01-05,20:07:58
305,55,2015-01-05,20:35:40
306,48,2015-01-05,20:37:40
307,53,2015-01-05,21:45:38
308,61,2015-01-05,21:59:46
309,12,2015-01-06,11:39:06
310,32,2015-01-06,11:40:48
311,59,2015-01-06,11:57:27
312,25,2015-01-06,12:05:21
313,46,2015-01-06,12:09:09
314,56,2015-01-06,12:11:58
315,59,2015-01-06,12:17:40
316,2,2015-01-06,12:29:34
317,61,2015-01-06,12:31:00
318,29,2015-01-06,12:45:14
319,58,2015-01-06,12:46:22
320,45,2015-01-06,12:46:40
321,35,2015-01-06,12:56:21
322,10,2015-01-06,13:02:13
323,29,2015-01-06,13:05:33
324,35,2015-01-06,13:06:44
325,14,2015-01-06,13:07:32
326,13,2015-01-06,13:10:13
327,23,2015-01-06,13:10:54
328,49,2015-01-06,13:16:35
329,15,2015-01-06,13:22:44
330,57,2015-01-06,13:27:11
331,3,2015-01-06,13:43:30
332,26,2015-01-06,14:12:01
333,44,2015-01-06,14:16:36
334,28,2015-01-06,14:24:18
335,10,2015-01-06,14:24:47
336,52,2015-01-06,14:51:41
337,40,2015-01-06,15:03:12
338,47,2015-01-06,15:18:26
339,19,2015-01-06,15:25:13
340,56,2015-01-06,15:35:32
341,11,2015-01-06,15:35:47
342,25,2015-01-06,15:44:12
343,36,2015-01-06,15:45:37
344,50,2015-01-06,16:01:11
345,61,2015-01-06,16:01:47
346,20,2015-01-06,16:30:00
347,32,2015-01-06,16:37:17
348,34,2015-01-06,16:49:12
349,30,2015-01-06,17:25:58
350,19,2015-01-06,17:37:05
351,54,2015-01-06,17:37:29
352,45,2015-01-06,17:45:48
353,60,2015-01-06,17:59:48
354,4,2015-01-06,18:01:44
355,39,2015-01-06,18:14:45
356,42,2015-01-06,18:16:05
357,48,2015-01-06,18:27:58
358,47,2015-01-06,18:30:12
359,2,2015-01-06,18:33:08
360,21,2015-01-06,18:50:38
361,30,2015-01-06,19:12:38
362,16,2015-01-06,19:13:36
363,55,2015-01-06,19:20:31
364,36,2015-01-06,19:27:24
365,13,2015-01-06,19:37:26
366,3,2015-01-06,20:04:20
367,23,2015-01-06,20:05:12
368,60,2015-01-06,20:28:16
369,30,2015-01-06,20:30:06
370,39,2015-01-06,21:02:30
371,54,2015-01-06,21:15:20
372,1,2015-01-06,22:26:59
373,61,2015-01-07,11:45:18
374,11,2015-01-07,11:55:59
375,31,2015-01-07,11:58:36
376,39,2015-01-07,12:01:17
377,54,2015-01-07,12:03:18
378,10,2015-01-07,12:19:37
379,47,2015-01-07,12:25:37
380,20,2015-01-07,12:32:10
381,11,2015-01-07,12:33:06
382,29,2015-01-07,12:33:07
383,53,2015-01-07,12:43:59
384,61,2015-01-07,12:51:46
385,50,2015-01-07,12:54:19
386,39,2015-01-07,12:58:16
387,8,2015-01-07,13:03:14
388,10,2015-01-07,13:04:56
389,26,2015-01-07,13:10:17
390,2,2015-01-07,13:15:32
391,2,2015-01-07,13:25:31
392,21,2015-01-07,13:36:47
393,24,2015-01-07,13:48:31
394,47,2015-01-07,14:02:18
395,20,2015-01-07,14:11:08
396,50,2015-01-07,14:12:21
397,26,2015-01-07,14:31:10
398,15,2015-01-07,14:56:26
399,52,2015-01-07,15:47:49
400,36,2015-01-07,16:03:07
401,24,2015-01-07,16:08:35
402,33,2015-01-07,16:24:46
403,44,2015-01-07,16:26:10
404,7,2015-01-07,16:39:27
405,36,2015-01-07,16:44:16
406,18,2015-01-07,16:50:49
407,49,2015-01-07,16:56:42
408,1,2015-01-07,17:09:09
409,50,2015-01-07,17:15:04
410,18,2015-01-07,17:33:49
411,33,2015-01-07,17:58:09
412,53,2015-01-07,18:07:46
413,42,2015-01-07,18:11:32
414,39,2015-01-07,18:13:22
415,61,2015-01-07,18:16:23
416,60,2015-01-07,18:17:42
417,52,2015-01-07,18:24:40
418,35,2015-01-07,18:40:11
419,36,2015-01-07,19:02:31
420,5,2015-01-07,19:04:40
421,11,2015-01-07,19:21:58
422,46,2015-01-07,19:30:25
423,7,2015-01-07,19:45:07
424,38,2015-01-07,20:01:28
425,50,2015-01-07,20:21:19
426,58,2015-01-07,20:25:45
427,48,2015-01-07,21:49:00
428,19,2015-01-07,22:05:00
429,7,2015-01-07,22:16:53
430,60,2015-01-07,22:46:13
431,52,2015-01-08,11:17:13
432,48,2015-01-08,11:39:07
433,17,2015-01-08,11:49:50
434,20,2015-01-08,11:54:14
435,33,2015-01-08,12:06:09
436,23,2015-01-08,12:07:21
437,51,2015-01-08,12:07:54
438,15,2015-01-08,12:08:38
439,4,2015-01-08,12:13:08
440,13,2015-01-08,12:16:34
441,43,2015-01-08,12:16:58
442,35,2015-01-08,12:28:49
443,59,2015-01-08,12:34:20
444,43,2015-01-08,12:40:05
445,36,2015-01-08,12:57:39
446,19,2015-01-08,12:58:01
447,6,2015-01-08,13:02:00
448,5,2015-01-08,13:03:34
449,10,2015-01-08,13:04:15
450,49,2015-01-08,13:07:53
451,47,2015-01-08,13:19:06
452,29,2015-01-08,13:24:11
453,8,2015-01-08,13:27:14
454,41,2015-01-08,13:31:40
455,54,2015-01-08,13:39:14
456,4,2015-01-08,13:47:53
457,51,2015-01-08,13:59:04
458,57,2015-01-08,14:00:05
459,52,2015-01-08,14:14:02
460,51,2015-01-08,14:19:58
461,3,2015-01-08,14:21:19
462,41,2015-01-08,14:38:41
463,25,2015-01-08,14:40:28
464,49,2015-01-08,14:49:01
465,18,2015-01-08,14:55:23
466,14,2015-01-08,15:30:10
467,23,2015-01-08,15:33:13
468,10,2015-01-08,15:36:12
469,20,2015-01-08,15:37:18
470,15,2015-01-08,15:49:13
471,15,2015-01-08,16:20:26
472,51,2015-01-08,16:29:50
473,56,2015-01-08,16:41:27
474,49,2015-01-08,16:47:48
475,41,2015-01-08,17:15:17
476,60,2015-01-08,17:27:56
477,7,2015-01-08,17:30:04
478,24,2015-01-08,17:35:56
479,14,2015-01-08,17:37:03
480,35,2015-01-08,17:41:31
481,36,2015-01-08,17:41:37
482,27,2015-01-08,17:52:42
483,13,2015-01-08,17:54:05
484,56,2015-01-08,18:02:54
485,15,2015-01-08,18:07:31
486,21,2015-01-08,18:15:08
487,19,2015-01-08,18:30:16
488,9,2015-01-08,18:46:02
489,2,2015-01-08,18:48:43
490,7,2015-01-08,18:49:24
491,58,2015-01-08,19:01:12
492,26,2015-01-08,19:06:21
493,31,2015-01-08,19:31:47
494,18,2015-01-08,19:38:40
495,23,2015-01-08,19:42:52
496,46,2015-01-08,19:46:18
497,14,2015-01-08,19:49:26
498,11,2015-01-08,20:02:25
499,40,2015-01-08,21:10:46
500,20,2015-01-08,21:46:49
501,32,2015-01-08,21:51:31
502,58,2015-01-08,22:26:08
503,44,2015-01-09,11:16:21
504,52,2015-01-09,11:48:18
505,5,2015-01-09,11:55:10
506,32,2015-01-09,12:02:09
507,33,2015-01-09,12:06:03
508,52,2015-01-09,12:13:32
509,12,2015-01-09,12:13:58
510,14,2015-01-09,12:15:03
511,54,2015-01-09,12:18:21
512,25,2015-01-09,12:19:24
513,36,2015-01-09,12:22:48
514,28,2015-01-09,12:26:47
515,21,2015-01-09,13:07:37
516,7,2015-01-09,13:09:09
517,55,2015-01-09,13:09:11
518,4,2015-01-09,13:11:25
519,47,2015-01-09,13:15:20
520,53,2015-01-09,13:22:33
521,8,2015-01-09,13:43:07
522,14,2015-01-09,14:09:33
523,55,2015-01-09,14:42:14
524,4,2015-01-09,14:51:35
525,11,2015-01-09,15:08:46
526,30,2015-01-09,15:10:13
527,23,2015-01-09,15:23:37
528,14,2015-01-09,15:27:21
529,29,2015-01-09,15:31:01
530,16,2015-01-09,15:43:01
531,32,2015-01-09,15:58:10
532,16,2015-01-09,16:14:28
533,3,2015-01-09,16:28:43
534,5,2015-01-09,16:43:32
535,19,2015-01-09,17:08:47
536,52,2015-01-09,17:18:50
537,56,2015-01-09,17:23:52
538,55,2015-01-09,17:44:04
539,28,2015-01-09,17:51:34
540,1,2015-01-09,17:52:41
541,28,2015-01-09,18:07:47
542,3,2015-01-09,18:08:06
543,51,2015-01-09,18:23:59
544,51,2015-01-09,18:31:04
545,32,2015-01-09,18:46:28
546,57,2015-01-09,18:47:27
547,46,2015-01-09,18:49:23
548,24,2015-01-09,19:06:09
549,41,2015-01-09,19:06:34
550,35,2015-01-09,19:12:59
551,15,2015-01-09,19:26:24
552,17,2015-01-09,19:31:25
553,27,2015-01-09,20:14:47
554,10,2015-01-09,20:15:51
555,21,2015-01-09,20:18:25
556,31,2015-01-09,20:23:12
557,38,2015-01-09,20:30:06
558,21,2015-01-09,20:51:10
559,49,2015-01-09,21:10:16
560,28,2015-01-09,21:13:48
561,37,2015-01-09,21:47:56
562,10,2015-01-09,22:04:05
563,56,2015-01-09,22:19:03
564,46,2015-01-09,22:32:32
565,10,2015-01-10,12:11:19
566,27,2015-01-10,12:21:19
567,22,2015-01-10,12:27:47
568,51,2015-01-10,12:28:53
569,44,2015-01-10,12:37:10
570,49,2015-01-10,13:13:59
571,52,2015-01-10,13:14:47
572,1,2015-01-10,13:15:32
573,19,2015-01-10,13:39:33
574,11,2015-01-10,13:40:54
575,21,2015-01-10,13:41:04
576,41,2015-01-10,13:44:22
577,35,2015-01-10,13:45:00
578,30,2015-01-10,13:48:49
579,6,2015-01-10,13:51:19
580,45,2015-01-10,13:56:01
581,50,2015-01-10,14:13:01
582,10,2015-01-10,14:24:14
583,14,2015-01-10,14:33:19
584,7,2015-01-10,15:05:29
585,26,2015-01-10,15:58:42
586,25,2015-01-10,16:09:57
587,34,2015-01-10,16:32:36
588,9,2015-01-10,16:33:36
589,6,2015-01-10,17:12:39
590,12,2015-01-10,17:23:39
591,32,2015-01-10,17:32:54
592,17,2015-01-10,17:41:55
593,59,2015-01-10,17:48:57
594,54,2015-01-10,17:50:19
595,35,2015-01-10,18:12:28
596,19,2015-01-10,18:24:07
597,41,2015-01-10,18:32:36
598,1,2015-01-10,18:34:14
599,50,2015-01-10,18:34:27
600,54,2015-01-10,18:53:52
601,22,2015-01-10,18:58:19
602,44,2015-01-10,19:02:27
603,13,2015-01-10,19:03:11
604,40,2015-01-10,19:13:29
605,41,2015-01-10,19:23:51
606,24,2015-01-10,19:27:18
607,28,2015-01-10,19:36:16
608,7,2015-01-10,19:36:33
609,42,2015-01-10,19:39:32
610,49,2015-01-10,19:51:02
611,12,2015-01-10,19:58:10
612,31,2015-01-10,19:58:15
613,48,2015-01-10,20:10:44
614,23,2015-01-10,20:12:33
615,11,2015-01-10,20:14:03
616,56,2015-01-10,20:20:10
617,58,2015-01-10,20:27:26
618,59,2015-01-10,20:31:14
619,61,2015-01-10,20:41:58
620,13,2015-01-10,20:45:45
621,22,2015-01-10,20:49:29
622,34,2015-01-10,20:57:41
623,56,2015-01-10,21:21:21
624,54,2015-01-10,21:22:44
625,18,2015-01-10,21:50:23
626,43,2015-01-10,21:55:12
627,6,2015-01-10,22:18:35
628,29,2015-01-10,22:47:17
629,44,2015-01-10,22:48:39
630,46,2015-01-11,11:42:08
631,29,2015-01-11,11:44:36
632,27,2015-01-11,11:44:52
633,24,2015-01-11,11:51:45
634,20,2015-01-11,12:14:15
635,42,2015-01-11,12:18:31
636,21,2015-01-11,12:34:44
637,53,2015-01-11,12:44:10
638,7,2015-01-11,12:49:26
639,16,2015-01-11,13:23:21
640,56,2015-01-11,13:28:08
641,59,2015-01-11,13:37:46
642,36,2015-01-11,13:40:00
643,61,2015-01-11,13:43:19
644,60,2015-01-11,13:52:52
645,8,2015-01-11,14:03:45
646,31,2015-01-11,14:07:26
647,55,2015-01-11,14:07:35
648,22,2015-01-11,14:17:17
649,61,2015-01-11,14:29:23
650,52,2015-01-11,14:34:05
651,30,2015-01-11,14:49:35
652,34,2015-01-11,16:03:38
653,26,2015-01-11,16:18:23
654,24,2015-01-11,16:34:07
655,17,2015-01-11,16:43:33
656,21,2015-01-11,16:44:49
657,29,2015-01-11,16:45:47
658,11,2015-01-11,16:55:24
659,53,2015-01-11,16:56:39
660,15,2015-01-11,17:09:36
661,23,2015-01-11,17:18:14
662,2,2015-01-11,17:21:49
663,51,2015-01-11,17:29:14
664,9,2015-01-11,17:35:14
665,59,2015-01-11,17:42:23
666,46,2015-01-11,17:42:25
667,17,2015-01-11,18:13:08
668,38,2015-01-11,18:13:12
669,39,2015-01-11,18:40:44
670,30,2015-01-11,18:46:25
671,10,2015-01-11,19:18:42
672,13,2015-01-11,19:18:46
673,50,2015-01-11,19:28:13
674,31,2015-01-11,19:33:05
675,45,2015-01-11,19:33:19
676,21,2015-01-11,19:44:57
677,30,2015-01-11,19:51:09
678,28,2015-01-11,19:52:49
679,11,2015-01-11,20:31:02
680,4,2015-01-11,21:07:30
681,16,2015-01-11,21:29:50
682,39,2015-01-12,11:38:15
683,12,2015-01-12,11:39:08
684,32,2015-01-12,12:01:23
685,60,2015-01-12,12:11:46
686,57,2015-01-12,12:13:07
687,53,2015-01-12,12:21:09
688,15,2015-01-12,12:26:41
689,54,2015-01-12,12:33:22
690,13,2015-01-12,12:42:10
691,51,2015-01-12,12:45:53
692,61,2015-01-12,12:53:37
693,51,2015-01-12,13:04:24
694,45,2015-01-12,13:30:47
695,47,2015-01-12,13:33:06
696,24,2015-01-12,13:49:40
697,53,2015-01-12,13:58:56
698,48,2015-01-12,14:08:16
699,42,2015-01-12,14:27:03
700,14,2015-01-12,14:31:13
701,12,2015-01-12,14:33:39
702,40,2015-01-12,14:38:35
703,22,2015-01-12,15:08:01
704,15,2015-01-12,15:28:25
705,46,2015-01-12,15:31:00
706,40,2015-01-12,15:39:04
707,24,2015-01-12,15:41:32
708,37,2015-01-12,15:52:44
709,46,2015-01-12,15:53:56
710,3,2015-01-12,15:59:52
711,6,2015-01-12,16:21:10
712,36,2015-01-12,16:22:18
713,32,2015-01-12,16:31:56
714,3,2015-01-12,16:55:08
715,43,2015-01-12,17:05:33
716,48,2015-01-12,17:06:05
717,50,2015-01-12,17:24:44
718,14,2015-01-12,17:46:30
719,48,2015-01-12,17:52:27
720,44,2015-01-12,17:53:59
721,22,2015-01-12,18:17:15
722,5,2015-01-12,18:20:58
723,8,2015-01-12,18:21:04
724,55,2015-01-12,18:24:47
725,60,2015-01-12,18:33:14
726,23,2015-01-12,18:34:25
727,54,2015-01-12,18:44:57
728,38,2015-01-12,18:53:17
729,13,2015-01-12,19:20:41
730,47,2015-01-12,19:22:00
731,35,2015-01-12,19:27:47
732,58,2015-01-12,19:30:17
733,44,2015-01-12,19:57:36
734,44,2015-01-12,20:00:30
735,50,2015-01-12,20:35:34
736,32,2015-01-12,21:35:14
737,60,2015-01-13,11:31:34
738,37,2015-01-13,12:16:47
739,30,2015-01-13,12:19:38
740,49,2015-01-13,12:29:51
741,30,2015-01-13,12:49:09
742,50,2015-01-13,12:53:01
743,31,2015-01-13,13:08:32
744,2,2015-01-13,13:34:48
745,19,2015-01-13,13:36:53
746,33,2015-01-13,13:41:13
747,24,2015-01-13,14:15:02
748,2,2015-01-13,14:27:31
749,1,2015-01-13,14:29:23
750,18,2015-01-13,14:48:09
751,56,2015-01-13,15:07:35
752,34,2015-01-13,15:19:25
753,55,2015-01-13,15:22:11
754,56,2015-01-13,15:47:56
755,57,2015-01-13,15:50:49
756,35,2015-01-13,15:55:11
757,11,2015-01-13,16:10:34
758,60,2015-01-13,16:14:43
759,2,2015-01-13,16:14:56
760,26,2015-01-13,16:27:40
761,56,2015-01-13,16:30:20
762,46,2015-01-13,16:36:36
763,51,2015-01-13,16:38:57
764,53,2015-01-13,16:39:39
765,60,2015-01-13,17:11:41
766,27,2015-01-13,17:21:45
767,18,2015-01-13,17:21:48
768,56,2015-01-13,17:23:34
769,29,2015-01-13,17:43:17
770,15,2015-01-13,17:44:13
771,5,2015-01-13,17:59:32
772,57,2015-01-13,18:07:59
773,7,2015-01-13,18:18:15
774,33,2015-01-13,18:31:07
775,25,2015-01-13,18:42:12
776,32,2015-01-13,18:50:43
777,23,2015-01-13,19:10:20
778,47,2015-01-13,19:18:08
779,55,2015-01-13,19:19:58
780,2,2015-01-13,20:12:49
781,45,2015-01-13,20:31:17
782,18,2015-01-13,20:36:27
783,47,2015-01-13,21:17:08
784,49,2015-01-13,21:39:41
785,39,2015-01-14,11:28:44
786,59,2015-01-14,11:35:30
787,40,2015-01-14,11:45:30
788,20,2015-01-14,11:46:19
789,40,2015-01-14,11:51:37
790,55,2015-01-14,12:07:30
791,29,2015-01-14,12:23:54
792,7,2015-01-14,12:37:48
793,30,2015-01-14,12:38:27
794,15,2015-01-14,12:39:16
795,32,2015-01-14,12:42:17
796,54,2015-01-14,12:43:09
797,11,2015-01-14,12:50:01
798,7,2015-01-14,12:50:30
799,58,2015-01-14,12:51:29
800,22,2015-01-14,12:54:35
801,58,2015-01-14,13:10:53
802,37,2015-01-14,13:23:47
803,40,2015-01-14,13:37:51
804,1,2015-01-14,13:42:01
805,38,2015-01-14,14:07:52
806,51,2015-01-14,14:12:22
807,61,2015-01-14,14:15:29
808,23,2015-01-14,14:15:32
809,18,2015-01-14,14:26:17
810,14,2015-01-14,14:48:30
811,49,2015-01-14,14:48:56
812,42,2015-01-14,15:37:45
813,41,2015-01-14,16:09:29
814,27,2015-01-14,16:21:23
815,37,2015-01-14,16:38:00
816,27,2015-01-14,17:04:08
817,38,2015-01-14,17:10:38
818,54,2015-01-14,17:15:50
819,60,2015-01-14,17:21:39
820,42,2015-01-14,17:24:09
821,19,2015-01-14,17:37:26
822,44,2015-01-14,17:38:53
